157.202,157.246,157.054,157.106
157.202,157.246,157.054,157.106
157.106,157.298,157.089,157.268
157.268,157.342,157.178,157.241
157.241,157.461,157.178,157.461
157.461,157.461,157.281,157.342
157.342,157.463,157.27,157.387
157.342,157.463,157.27,157.387
157.387,157.42,157.346,157.39
157.39,157.428,157.302,157.317
157.317,157.384,157.178,157.2
157.2,157.216,157.032,157.13
157.13,157.132,156.817,156.832
157.13,157.132,156.817,156.832
156.832,156.894,156.684,156.746
156.746,157.04,156.746,157.005
157.005,157.036,156.854,156.955
156.955,157.144,156.899,157.128
157.128,157.146,156.878,156.972
157.128,157.146,156.878,156.972
156.972,156.985,156.595,156.743
156.743,156.792,156.632,156.725
156.725,156.732,156.522,156.539
156.539,156.546,156.316,156.375
156.375,156.472,156.356,156.41
156.375,156.472,156.356,156.41
156.41,156.577,156.394,156.572
156.572,156.584,156.505,156.546
156.546,156.61,156.522,156.538
156.538,156.554,156.494,156.506
156.506,156.512,156.356,156.378
156.506,156.512,156.356,156.378
156.378,156.42,156.333,156.409
156.409,156.46,156.392,156.435
156.435,156.527,156.428,156.496
156.496,156.615,156.496,156.528
156.528,156.575,156.517,156.548
156.528,156.575,156.517,156.548
156.548,156.625,156.496,156.56
156.56,156.572,156.467,156.495
156.495,156.534,156.38,156.452
156.452,156.512,156.166,156.19
156.19,156.348,156.096,156.279
156.19,156.348,156.096,156.279
156.279,156.284,156.077,156.098
156.098,156.212,156.037,156.124
156.124,156.228,156.066,156.218
156.218,156.224,156.065,156.086
156.086,156.113,156.009,156.108
156.086,156.113,156.009,156.108
156.108,156.252,156.106,156.224
156.224,156.235,156.118,156.137
156.137,156.152,156.041,156.118
156.118,156.22,156.114,156.174
156.174,156.262,156.144,156.186
156.174,156.262,156.144,156.186
156.186,156.256,156.126,156.216
156.216,156.269,156.048,156.074
156.074,156.192,156.0,156.192
156.192,156.321,156.136,156.24
156.24,156.348,156.192,156.344
156.24,156.348,156.192,156.344
156.344,156.437,156.31,156.426
156.426,156.468,156.293,156.45
156.45,156.527,156.34,156.431
156.431,156.46,156.363,156.363
156.363,156.472,156.349,156.46
156.363,156.472,156.349,156.46
156.46,156.462,156.246,156.246
156.246,156.298,155.926,155.942
155.942,156.035,155.818,155.892
155.892,155.944,155.838,155.874
155.874,155.892,155.464,155.604
155.874,155.892,155.464,155.604
155.604,155.718,155.496,155.644
155.644,155.893,155.59,155.692
155.692,155.874,155.548,155.706
155.706,155.764,155.628,155.702
155.702,155.721,155.534,155.684
155.702,155.721,155.534,155.684
155.684,155.766,155.552,155.709
155.709,155.889,155.676,155.846
155.846,155.896,155.818,155.851
155.851,155.876,155.786,155.831
155.831,156.052,155.815,156.002
155.831,156.052,155.815,156.002
156.002,156.08,155.986,156.064
156.064,156.128,156.058,156.106
156.106,156.188,156.082,156.135
156.135,156.232,156.132,156.206
156.206,156.296,156.197,156.294
156.206,156.296,156.197,156.294
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
